x,date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
0,16/12/2019,-0.07,-0.153,amc,4,0,0,AVXL,2019
2,16/12/2019,0.02,0.00765,amc,2,7625000,7476155,CSBR,2020
4,16/12/2019,-0.13,-0.0909,amc,4,77000,101499,CVM,2019
6,16/12/2019,-0.15,-0.0707,amc,4,8116000,9820124,MCC,2019
12,17/12/2019,-2.75,-1.734,dmh,4,2323000,2272585,CLSK,2019
13,17/12/2019,0.34,0.4929966,dmh,4,84048000,84222669,CRNC,2019
14,17/12/2019,2.27,2.0702328,amc,2,1843749000,1848492706,CTAS,2020
15,17/12/2019,2.51,2.7903674,amc,2,17324000000,17845766803,FDX,2020
16,17/12/2019,0.62,0.5819418,bmo,4,541529000,537625758,HEI,2019
17,17/12/2019,1.05,0.953541,bmo,1,7505698000,7054714981,JBL,2020
19,17/12/2019,1.02,0.9729633,bmo,4,2780000000,2841454802,NAV,2019
23,17/12/2019,0.6,0.5824367,dmh,2,827637000,798398999,WOR,2020
24,18/12/2019,-0.37,-0.3927,bmo,3,0,0,BYSI,2019
25,18/12/2019,-30.63,-1.2273966,amc,3,0,0,ETNB,2019
26,18/12/2019,0.95,0.8858912,bmo,2,4420800000,4493627498,GIS,2020
27,18/12/2019,0.48,0.4870767,amc,1,5144000000,5084301876,MU,2020
28,18/12/2019,0.7,0.6972516,bmo,2,990700000,1002468535,PAYX,2020
30,18/12/2019,0.46,0.3535,bmo,3,955200000,948720499,SCS,2020
32,18/12/2019,0.48,0.4612367,dmh,4,734379000,756219832,TTC,2019
33,18/12/2019,0.15,0.1919,amc,4,34288000,34536390,UBA,2019
35,18/12/2019,0.79,-0.1785,amc,4,8685000,10187554,YCBD,2019
36,19/12/2019,0.66,0.63125,bmo,4,1648000000,1694850725,ABM,2019
37,19/12/2019,2.09,2.0152025,bmo,1,11358958000,11311251522,ACN,2020
38,19/12/2019,0.64,0.601556,amc,2,560900000,533086322,AIR,2020
39,19/12/2019,0.57,0.7752,bmo,3,337916000,365880297,APOG,2020
40,19/12/2019,0.63,0.57469,bmo,2,2820800000,2840580603,CAG,2020
41,19/12/2019,0.15,0.1518678,amc,3,96597000,96538456,CAMP,2020
42,19/12/2019,0.45,0.45135,bmo,4,292175000,305578945,CVGW,2019
43,19/12/2019,1.12,1.0788214,bmo,2,2056400000,2093517238,DRI,2020
45,19/12/2019,0.12,0.09588,dmh,1,146674000,139300021,EPAC,2020
46,19/12/2019,2.58,2.4455231,dmh,1,366658000,372768280,FDS,2020
47,19/12/2019,0.88,0.8874,bmo,2,674200000,707556499,MLHR,2020
48,19/12/2019,0.7,0.5859515,amc,2,10326000000,10237767445,NKE,2020
49,19/12/2019,-0.12,-0.3128034,bmo,4,5853000,621687,OTLK,2019
51,19/12/2019,0.54,0.0909,bmo,3,5462298000,5503257427,RAD,2020
52,19/12/2019,0.05,0.13515,dmh,4,652900000,640690624,REVG,2019
53,19/12/2019,-0.92,-1.106598,dmh,4,906489000,900814631,SAFM,2019
54,19/12/2019,2.06,1.8054,amc,2,597200000,600068000,SCHL,2020
55,19/12/2019,0.55,0.74235,amc,1,272018000,284225709,SGH,2020
56,19/12/2019,-0.1,0.0102,amc,4,258959000,278891550,SHLO,2019
57,20/12/2019,-0.15,-0.3162,bmo,4,1000,0,ADXS,2019
59,20/12/2019,0.62,0.5089693,dmh,4,4781000000,4634718689,CCL,2019
61,20/12/2019,0.41,0.3939,bmo,3,114860000,112132632,EBF,2020
62,20/12/2019,1.04,1.1673479,bmo,3,4790028000,4750005292,KMX,2020
65,20/12/2019,0.73,0.58075,dmh,1,588458000,550152187,WGO,2020
70,23/12/2019,0.31,0.32436,dmh,2,107803000,112482705,NEOG,2020
71,24/12/2019,-0.28,-0.202,dmh,4,38853000,38975999,JOB,2019
81,30/12/2019,-2.38,-2.451775,bmo,3,1836844000,1656237414,NIO,2019
87,02/01/2020,0.38,0.3111,amc,2,184507000,188282499,RECN,2020
89,03/01/2020,-0.16,-0.0612,dmh,2,142593000,144675258,LNDC,2020
90,03/01/2020,0.95,0.87035,dmh,2,1019200000,979350835,LW,2020
91,06/01/2020,-0.21,0.03315,bmo,2,311522000,328929354,CALM,2020
92,06/01/2020,0.73,0.5495309,dmh,1,1384708000,1452891431,CMC,2020
95,07/01/2020,0.06,0.0204,bmo,2,70003000,72349200,ANGO,2020
96,07/01/2020,0,0.0408,amc,1,73551000,74054400,EXFO,2020
97,07/01/2020,0.13,0.0408,bmo,1,14631000,15224999,NTIC,2020
98,07/01/2020,0.04,0,amc,1,10461000,0,PCYO,2020
99,08/01/2020,-0.38,0.0204,amc,3,2759000000,2892749999,BBBY,2019
100,08/01/2020,0.83,0,amc,1,66802000,0,CCF,2020
101,08/01/2020,0.3,0.16362,bmo,1,769359000,759392549,GBX,2020
102,08/01/2020,3.12,3.130584,amc,3,474737000,453055399,HELE,2020
103,08/01/2020,0.62,0.04545,amc,4,1106000000,0,JEF,2019
104,08/01/2020,-0.15,-0.0306,amc,1,17440000,0,KRUS,2020
105,08/01/2020,-0.09,-0.0918,amc,1,34963000,42071749,KSHB,2020
106,08/01/2020,2.13,1.8234944,bmo,4,6972000000,6648249999,LEN,2019
107,08/01/2020,1.21,1.03424,bmo,1,823601000,831264699,MSM,2020
108,08/01/2020,-0.05,0.0204,amc,2,39634000,41614999,RELL,2020
109,08/01/2020,0.76,0.7820329,bmo,2,1401000000,1420999999,RPM,2020
110,08/01/2020,0.61,0.3838,amc,3,14196000,14199849,SAR,2020
111,08/01/2020,-0.17,0.0102,bmo,1,405584000,433790699,SCHN,2020
112,08/01/2020,0.01,0.0306,amc,3,5788000,5744899,STRM,2019
113,08/01/2020,2.14,2.2549967,bmo,3,1999000000,1979249999,STZ,2020
114,08/01/2020,2.52,2.2455633,bmo,1,465398000,466453399,UNF,2020
115,08/01/2020,1.37,1.1805587,bmo,1,34339000000,35119000000,WBA,2020
116,09/01/2020,0.02,0.0102,amc,2,6874000,6626934,AEHR,2020
117,09/01/2020,2.13,2.2302113,dmh,1,834700000,887843276,AYI,2020
118,09/01/2020,0.84,0.8181,dmh,3,291139000,275769410,AZZ,2020
120,09/01/2020,-0.04,-0.02472,amc,1,58613000,58431519,FC,2020
121,09/01/2020,1.31,1.2991125,amc,4,1558675000,1631761197,KBH,2019
122,09/01/2020,0.77,0.50904,dmh,1,109393000,112162067,LNN,2020
123,09/01/2020,-0.1,-0.0918,amc,3,0,0,LOOP,2020
124,09/01/2020,-2.14,-0.2822034,amc,4,0,0,NBSE,2019
126,09/01/2020,-0.05,0.0204,dmh,2,39634000,41614999,RELL,2020
127,09/01/2020,1.37,0.5886886,dmh,3,14195000,14197413,SAR,2020
128,09/01/2020,0.11,0.101,amc,1,9401000,8739150,SLP,2020
129,09/01/2020,0.22,0.2091,bmo,1,152153000,164179873,SMPL,2020
130,09/01/2020,4.26,3.64408,amc,4,6581293000,6078973720,SNX,2019
131,09/01/2020,-0.01,-0.0357,bmo,3,5368580,5935719,STRM,2019
132,09/01/2020,0.88,1.00266,amc,1,98556000,105531579,WDFC,2020
134,10/01/2020,0.64,0.6426,dmh,1,811941000,839705439,PSMT,2020
136,13/01/2020,-0.24,-0.2499,amc,4,36476000,31946282,LMNR,2019
140,14/01/2020,0,0.04335,amc,4,83952000,85660924,BBCP,2019
142,14/01/2020,1.7,1.4173128,dmh,4,11439000000,11515685981,DAL,2019
143,14/01/2020,1.39,1.2825081,dmh,4,877463000,870671059,FRC,2019
144,14/01/2020,0.65,0.6200478,bmo,4,1120400000,1137935104,INFO,2019
146,14/01/2020,2.57,2.3744191,bmo,4,29211000000,28354327530,JPM,2019
147,14/01/2020,0.17,0.1683367,amc,4,8046000,7963689,MVC,2019
148,14/01/2020,0.66,0.66606,amc,4,120172000,124856164,WAFD,2019
149,14/01/2020,0.93,1.1338159,dmh,4,19860000000,20439322117,WFC,2019
150,15/01/2020,-0.31,-0.223098,amc,4,2436000000,2511896371,AA,2019
151,15/01/2020,0.75,0.6904057,bmo,4,22494000000,22686518628,BAC,2019
152,15/01/2020,8.34,7.7692836,bmo,4,3977000000,3902551738,BLK,2019
153,15/01/2020,-0.05,-0.0816,bmo,2,1596000,1713319,BMRA,2020
154,15/01/2020,4.69,5.630083,bmo,4,9955000000,8632978117,GS,2019
156,15/01/2020,2.97,2.9622795,bmo,4,4609000000,4551488040,PNC,2019
159,15/01/2020,3.9,3.811942,bmo,4,60901000000,61951215331,UNH,2019
160,15/01/2020,1.08,1.0952238,bmo,4,5643000000,5872044533,USB,2019
161,15/01/2020,-0.04,-0.0306,amc,4,258408000,262884999,VOLT,2019
163,16/01/2020,1.01,1.0712,bmo,4,3988000000,3997733048,BK,2019
164,16/01/2020,0.81,0.79764,amc,4,35985000,38376541,BMTC,2019
167,16/01/2020,0.99,0.9713473,amc,4,2885000000,2956939554,CSX,2019
169,16/01/2020,0.42,0,dmh,4,0,19647354,CZNC,2019
171,16/01/2020,1.06,1.09344,dmh,4,80710000,81434261,EGBN,2019
174,16/01/2020,0.44,0.4302666,dmh,4,167812000,167156289,HOMB,2019
175,16/01/2020,1.06,1.0385325,bmo,4,319660000,324388244,HWC,2019
176,16/01/2020,0.03,-0.1122,dmh,1,97569000,92332519,IIIN,2020
177,16/01/2020,1.3,1.0273941,bmo,4,10857000000,9868393659,MS,2019
178,16/01/2020,0.37,0.3344784,amc,4,499300000,494552791,PBCT,2019
179,16/01/2020,1.31,1.3511073,dmh,4,3672000000,3740487642,PPG,2019
180,16/01/2020,0.79,0.7683966,amc,4,123416000,120077291,PRGS,2019
182,16/01/2020,0.63,0.6514026,bmo,4,2606000000,2644561184,SCHW,2019
183,16/01/2020,0.77,0.7605834,dmh,4,51159000,52120249,WABC,2019
184,16/01/2020,0.8,0.7492483,bmo,3,228200000,225521094,WNS,2020
185,17/01/2020,1.09,1.0574034,dmh,4,109463000,110860329,BANF,2019
186,17/01/2020,1.76,1.6218,bmo,1,1097953000,1108688560,BEDU,2020
187,17/01/2020,0.24,0.25806,bmo,4,14335000,15049404,BOCH,2019
188,17/01/2020,0.98,0.9607524,bmo,4,1637000000,1652887102,CFG,2019
189,17/01/2020,0.31,0.32028,dmh,4,1276900000,1308401289,FAST,2019
190,17/01/2020,0.47,0.4208367,bmo,4,494700000,474135853,FHN,2019
191,17/01/2020,0.37,0.3876,bmo,2,31357000,33615785,HAPP,2020
192,17/01/2020,1.51,1.4144034,dmh,4,129290000,132021049,INDB,2019
193,17/01/2020,1.35,1.530816,dmh,4,2450323000,2494169721,JBHT,2019
194,17/01/2020,1.82,1.8619047,bmo,4,729500000,740942306,KSU,2019
195,17/01/2020,0.78,0.77063,dmh,4,245383000,243632774,OZK,2019
197,17/01/2020,0.39,0.3994134,dmh,4,1480000000,1497917288,RF,2019
198,17/01/2020,0.39,0.3701852,bmo,4,8228000000,8276538994,SLB,2019
199,17/01/2020,1.98,1.7118894,dmh,4,3004000000,2966255650,STT,2019
201,20/01/2020,0.36,0.208565,bmo,2,785211000,782188069,EDU,2020
202,21/01/2020,0.74,0.7881438,amc,1,1291000000,1314773226,AMTD,2020
204,21/01/2020,0.71,0.7084443,bmo,4,164323000,168526286,AUB,2019
205,21/01/2020,1.04,1.0504,amc,4,21991000,22464994,BFC,2019
206,21/01/2020,0.6,0.577116,bmo,4,36514000,30716183,BSRR,2019
207,21/01/2020,1.85,1.7593796,bmo,4,810000000,818608157,CMA,2019
209,21/01/2020,2.25,2.304416,amc,4,7427000000,7449962365,COF,2019
210,21/01/2020,1.09,1.1118,dmh,4,76031000,78356304,EFSC,2019
211,21/01/2020,0.7,0.6694886,amc,4,92926000,90638342,FBK,2019
212,21/01/2020,0.72,0.75174,amc,4,33444000,33188977,FBMS,2019
214,21/01/2020,0.66,0.6429366,dmh,4,29498000,29702279,FDEF,2019
215,21/01/2020,0.3,0.2932838,bmo,4,300478000,312679884,FNB,2019
216,21/01/2020,0.68,0.69286,amc,4,28296000,28799356,FSB,2019
217,21/01/2020,0.63,0.60996,bmo,4,25179000,25072022,GNTY,2019
218,21/01/2020,0.32,0.2951927,bmo,4,5191000000,5179248944,HAL,2019
219,21/01/2020,0.57,0.62475,amc,4,500000000,512115204,IBKR,2019
220,21/01/2020,4.71,4.73185,amc,4,21777000000,21961804984,IBM,2019
221,21/01/2020,0.81,0.66045,dmh,4,39180000,36882055,MBWM,2019
223,21/01/2020,1.18,1.1559966,amc,4,30469000,30717279,NCBS,2019
224,21/01/2020,1.3,0.5371728,amc,4,5467434000,5533623466,NFLX,2019
225,21/01/2020,0.29,0.3519143,bmo,4,199900000,206422985,ONB,2019
226,21/01/2020,0.44,0.4521966,amc,4,17941000,18179665,ORRF,2019
227,21/01/2020,0.98,0.8985282,bmo,4,273795000,286060190,PACW,2019
228,21/01/2020,0.73,0.692172,dmh,4,52284000,52289247,PEBO,2019
229,21/01/2020,0.34,0.30345,bmo,3,59915000,62231679,PETS,2020
230,21/01/2020,2.78,2.7503994,dmh,4,345584000,341579046,SBNY,2019
231,21/01/2020,0.76,0.70176,amc,4,82829000,81803924,SFBS,2019
232,21/01/2020,0.05,0.08686,bmo,3,862357000,852557704,TAL,2020
233,21/01/2020,0.66,0.615494,amc,4,75074000,76246800,TBK,2019
234,21/01/2020,0.55,0.54468,bmo,4,17159000,17219475,UNTY,2019
235,21/01/2020,0.97,1.0939296,amc,4,711000000,716146688,ZION,2019
236,22/01/2020,0.95,0.95546,bmo,4,8314000000,8387090885,ABT,2019
237,22/01/2020,0.95,0.953445,bmo,4,1643000000,1635384158,ALLY,2019
238,22/01/2020,0.98,0.9177567,dmh,4,2151000000,2030556534,APH,2019
240,22/01/2020,0.45,0.481644,amc,4,22883000,23318102,BFST,2019
241,22/01/2020,0.27,0.3129384,bmo,4,6347000000,6563028945,BKR,2019
242,22/01/2020,1.56,1.92372,dmh,4,429834000,469677831,BOKF,2019
243,22/01/2020,1.58,1.71054,bmo,4,31541000,30766679,CATC,2019
244,22/01/2020,0.84,0.847008,amc,4,149859000,154863218,CATY,2019
245,22/01/2020,0.85,0.8920512,bmo,4,346120000,341992506,CBSH,2019
246,22/01/2020,0.83,0.83224,dmh,4,149863000,152479897,CBU,2019
247,22/01/2020,0.69,0.7004034,amc,4,29745000,31484619,CCNE,2019
248,22/01/2020,0.87,1.0135434,amc,4,15201000,15595809,CHMG,2019
250,22/01/2020,0.75,0.8466,bmo,4,49729000,49227499,CTBI,2019
251,22/01/2020,1.71,1.7123862,amc,4,809823000,814059577,CTXS,2019
252,22/01/2020,0.34,0.347055,amc,4,15787000,16273829,CVCY,2019
253,22/01/2020,0.71,0.7956,amc,4,69278000,70747195,FBNC,2019
254,22/01/2020,0.36,0.35292,bmo,4,12288000,12299769,FCCO,2019
255,22/01/2020,-0.12,-0.1122,dmh,4,11041000,11686375,FCEL,2019
256,22/01/2020,0.68,0.735828,bmo,4,2263000000,2014193597,FITB,2019
257,22/01/2020,0.51,0.5082966,dmh,4,194855000,195590499,FMBI,2019
259,22/01/2020,0.33,0.3587034,dmh,4,162479000,165715832,FULT,2019
260,22/01/2020,1.21,1.2699,dmh,4,44943000,45928749,GSBC,2019
261,22/01/2020,0.1,0.24837,amc,4,39229000,39914874,HTBK,2019
262,22/01/2020,1.88,1.887084,bmo,4,20747000000,21115996207,JNJ,2019
263,22/01/2020,0.26,0.2678924,amc,4,3352000000,3671010943,KMI,2019
264,22/01/2020,0.32,0.3264,amc,4,10515000,11144699,LMST,2019
265,22/01/2020,0.93,0.8787,amc,4,30904000,30318557,MCB,2019
266,22/01/2020,0.69,0.5909472,bmo,4,294000000,304838329,NAVI,2019
267,22/01/2020,1.8,1.7711382,dmh,4,1547700000,1573494178,NTRS,2019
270,22/01/2020,0.59,0.38885,dmh,4,723857000,737915911,PLD,2019
271,22/01/2020,1.27,1.2840678,bmo,4,253634000,266573256,PNFP,2019
272,22/01/2020,0.57,0.44541,amc,1,356110000,347290197,PTC,2020
273,22/01/2020,0.67,0.6707214,dmh,4,146768000,150535999,RNST,2019
274,22/01/2020,0.48,0.41157,dmh,4,29944000,23584133,SMBK,2019
275,22/01/2020,1.42,1.5356508,amc,4,266146000,261305010,TCBI,2019
276,22/01/2020,3.06,2.771036,dmh,4,834200000,839180887,TDY,2019
277,22/01/2020,0.143,0,bmo,4,0,42991339,TRST,2019
278,22/01/2020,1.12,1.0259378,amc,4,3350000000,3266495329,TXN,2019
279,22/01/2020,2.67,2.6750961,dmh,4,10888000000,11047395806,UAL,2019
280,22/01/2020,0.61,0.5891214,dmh,4,143321000,147134227,UCBI,2019
281,22/01/2020,0.02,0.1326,dmh,4,55171000,60400619,USAP,2019
282,22/01/2020,0.96,0.9282,dmh,4,117569000,114411814,WSFS,2019
283,22/01/2020,1.44,1.6099884,dmh,4,374099000,381864406,WTFC,2019
284,23/01/2020,1.15,1.1530261,bmo,4,11313000000,11480792412,AAL,2019
285,23/01/2020,0.97,0.96354,dmh,2,833375000,845548591,AIT,2020
286,23/01/2020,0.67,0.7718034,bmo,4,24314000,25110084,AMNB,2019
287,23/01/2020,0.26,0.2754,amc,4,6543000,6510209,AMRB,2019
288,23/01/2020,0.45,0.42622,amc,4,293076000,303617244,ASB,2019
289,23/01/2020,0.4,0.4096156,amc,2,4534806000,4489422271,AVT,2020
290,23/01/2020,0.2,0.172125,dmh,4,56660000,59443038,BANC,2019
291,23/01/2020,0.91,0.7326439,bmo,4,223067000,223290357,BKU,2019
292,23/01/2020,0.25,0.22185,bmo,4,56125000,56918662,BPFH,2019
293,23/01/2020,0.07,0.16167,bmo,4,113637000,117031529,BSET,2019
294,23/01/2020,0.29,0.266135,bmo,4,21040000,20223874,BWB,2019
295,23/01/2020,0.63,0.6051011,dmh,4,245471000,246732797,BXS,2019
296,23/01/2020,0.4,0.4547976,bmo,4,194809000,194184867,CADE,2019
297,23/01/2020,0.36,0.3195966,amc,4,25332000,25138170,CBNK,2019
298,23/01/2020,0.22,0.2087367,amc,4,39365000,40327979,CFB,2019
299,23/01/2020,0.04,0.051,amc,1,19378000,21693929,CLFD,2020
300,23/01/2020,0.79,0.7848291,bmo,4,28398000000,28591720501,CMCSA,2019
301,23/01/2020,0.61,0.6378366,dmh,4,47431000,49467720,CNOB,2019
302,23/01/2020,0.74,0.6868,dmh,4,109847000,110892475,CNS,2019
303,23/01/2020,0.64,0.623628,dmh,4,146624000,149926056,COLB,2019
304,23/01/2020,0.77,0.75276,bmo,4,77593000,75126037,CUBI,2019
305,23/01/2020,0.37,0.3621,dmh,4,107020000,109249930,CVBF,2019
306,23/01/2020,0.28,0.34782,amc,4,39397000,38064864,DCOM,2019
307,23/01/2020,2.25,2.2630262,amc,4,2944000000,2991720203,DFS,2019
309,23/01/2020,0.76,0.8448558,amc,4,679000000,682596969,ETFC,2019
310,23/01/2020,1.28,1.1798034,dmh,4,368219000,369407727,EWBC,2019
311,23/01/2020,0.67,0.56151,amc,4,25663000,23175829,FBIZ,2019
313,23/01/2020,0.02,-0.0027371,dmh,4,3911000000,3753108964,FCX,2019
314,23/01/2020,0.3,0.297075,amc,4,102669000,102878877,FFIN,2019
315,23/01/2020,0.26,0.23154,bmo,4,9698000,9748740,FFNW,2019
316,23/01/2020,0.72,0.70788,bmo,4,30984000,31410189,FMBH,2019
317,23/01/2020,0.35,0.1313,amc,1,247200000,152258323,FOR,2020
319,23/01/2020,0.88,0.9289071,dmh,4,739106000,755244579,FUL,2019
320,23/01/2020,0.26,0.255,amc,4,11836000,12550474,FVCB,2019
321,23/01/2020,1.36,1.0659,dmh,4,356700000,364587999,GATX,2019
322,23/01/2020,0.28,0.3180258,bmo,4,1152000000,1183676222,HBAN,2019
323,23/01/2020,0.31,0.2652,dmh,4,17267000,17671911,HBMD,2019
324,23/01/2020,0.47,0.4678434,dmh,4,58126000,59280262,HFWA,2019
325,23/01/2020,0.34,0.3216366,,4,126487000,129416762,HOPE,2019
326,23/01/2020,0.16,0.2391288,bmo,4,167226000,171303001,HTLD,2019
327,23/01/2020,0.41,0.0705788,dmh,1,304172000,264230889,HZO,2020
328,23/01/2020,0.61,0.568956,dmh,4,30710000,31302599,IBCP,2019
329,23/01/2020,0.72,0.5814,dmh,4,15374000,16595249,INBK,2019
330,23/01/2020,1.52,1.2751632,amc,4,20209000000,19514713460,INTC,2019
331,23/01/2020,3.48,3.4446828,amc,4,1277700000,1257007799,ISRG,2019
332,23/01/2020,0.39,0.4882434,dmh,4,18540000,19167260,ISTR,2019
333,23/01/2020,0.56,0.55845,dmh,4,2031000000,2057048186,JBLU,2019
334,23/01/2020,0.48,0.4874765,bmo,4,1638000000,1669736021,KEY,2019
335,23/01/2020,1.71,1.7167475,dmh,4,4583000000,4603223818,KMB,2019
336,23/01/2020,0.17,0.1212,bmo,4,59535000,55432194,LOB,2019
337,23/01/2020,1.16,1.1039906,,4,5729000000,5809844297,LUV,2019
338,23/01/2020,0.24,0.21777,amc,4,20764000,20852159,MCBC,2019
340,23/01/2020,0.29,0.2822034,amc,4,217185000,219138499,MRTN,2019
341,23/01/2020,3.6,3.5026194,dmh,4,1529873000,1545190538,MTB,2019
343,23/01/2020,0.23,0.203694,amc,3,137740000,137407320,NXGN,2020
344,23/01/2020,0.55,0.5916,bmo,4,54913000,57402309,OBNK,2019
345,23/01/2020,0.26,0.24276,amc,4,13591000,14463749,OPBK,2019
346,23/01/2020,0.47,0.4174633,dmh,4,1761800000,1621969999,ORI,2019
347,23/01/2020,0.31,0.30804,dmh,4,32431000,33748750,OSBC,2019
348,23/01/2020,0.26,0.38885,amc,4,20264000,20502999,PCB,2019
349,23/01/2020,0.141,0.1428,bmo,2,11697000,11771969,PCSB,2020
351,23/01/2020,1.31,1.286832,dmh,4,40409000,41831600,PFBC,2019
352,23/01/2020,1.42,1.4124287,bmo,2,18240000000,18648384387,PG,2020
353,23/01/2020,1,0.951252,bmo,1,852409000,815430699,PLXS,2020
354,23/01/2020,0.69,0.6239034,dmh,4,112919000,113320009,PPBI,2019
355,23/01/2020,0.14,0.1734,amc,4,11574000,11295934,PVBC,2019
356,23/01/2020,1.12,0.8917758,dmh,4,39222000,41584549,QCRH,2019
357,23/01/2020,1.89,1.9480678,bmo,1,2009000000,2041116279,RJF,2020
358,23/01/2020,0.63,0.5959,dmh,4,217864000,239601580,RLI,2019
359,23/01/2020,0.18,0.1938,amc,3,14655000,15123499,RVSB,2020
360,23/01/2020,0.8,0.8058,dmh,4,65583000,68918500,SASR,2019
361,23/01/2020,0.49,0.60588,dmh,4,212696000,209179522,SFNC,2019
362,23/01/2020,5.06,4.74351,amc,4,847012000,799919033,SIVB,2019
363,23/01/2020,0.22,0.3939,dmh,4,250452000,252618274,SLG,2019
364,23/01/2020,0.33,0.300374,bmo,4,419101000,419740735,SLM,2019
365,23/01/2020,0.86,0.9111966,amc,4,80873000,83201914,SRCE,2019
366,23/01/2020,0.54,0.533179,dmh,4,231720000,231866772,STL,2019
367,23/01/2020,0.62,0.5606634,bmo,4,2370491000,2370305038,STLD,2019
369,23/01/2020,1.68,1.6849992,amc,1,896100000,893810258,SWKS,2020
370,23/01/2020,0.37,0.277644,amc,2,408725000,394761331,TEAM,2020
371,23/01/2020,0.88,0.7996473,dmh,4,654650000,620848318,TER,2019
372,23/01/2020,0.49,0.4386,bmo,4,139671000,141114769,TOWN,2019
373,23/01/2020,3.32,3.3228495,bmo,4,7075000000,7175085749,TRV,2019
374,23/01/2020,0.31,0.3264,dmh,4,5429000,5402844,UBCP,2019
376,23/01/2020,0.38,0.3635076,dmh,4,310563000,305818485,UMPQ,2019
377,23/01/2020,2.02,2.0630159,bmo,4,5212000000,5297096149,UNP,2019
378,23/01/2020,0.55,0.5406,bmo,4,58599000,59510972,UVSP,2019
379,23/01/2020,1.23,1.221999,bmo,3,3384515000,3485503290,VFC,2020
380,23/01/2020,0.96,0.9772255,bmo,4,231250000,240423496,WBS,2019
382,24/01/2020,0.96,0.97512,bmo,4,210464000,213974941,ABCB,2019
383,24/01/2020,2.14,2.0988406,dmh,1,2254700000,2329373569,APD,2020
384,24/01/2020,2.03,2.0327462,bmo,4,11365000000,11532580128,AXP,2019
385,24/01/2020,0.95,1.0335966,dmh,4,119491000,119813310,BANR,2019
387,24/01/2020,0.42,0.38934,dmh,4,68430000,69696670,BY,2019
389,24/01/2020,0.3,0.324768,bmo,4,22300000,23470098,CSTR,2019
390,24/01/2020,0.1,0.1394034,dmh,4,233135000,234566499,CVTI,2019
392,24/01/2020,0.64,0.6086034,dmh,4,39046000,38062500,EQBK,2019
393,24/01/2020,0.5,0,bmo,4,0,8984780,ESQ,2019
394,24/01/2020,0.18,0.1700034,dmh,4,13791000,14006999,ESXB,2019
395,24/01/2020,0.52,0.53652,bmo,4,155670000,156893624,FFBC,2019
397,24/01/2020,0.62,0.6061758,dmh,4,136448000,138232850,GBCI,2019
399,24/01/2020,1.13,1.0929513,bmo,1,685000000,694268454,HRC,2020
400,24/01/2020,1.59,1.73247,bmo,4,293842000,302493852,IBKC,2019
401,24/01/2020,0.47,0.50796,bmo,4,13260000,13672384,ICBK,2019
402,24/01/2020,0.37,0.3512166,bmo,4,57532000,55640472,LBAI,2019
403,24/01/2020,0.49,0.4998,bmo,4,11613000,11976999,MBCN,2019
404,24/01/2020,0.42,0.4658034,bmo,4,24304000,26859610,MCBS,2019
405,24/01/2020,0.83,0.8452434,dmh,4,39584000,40251854,MOFG,2019
406,24/01/2020,0.5,0.6426,bmo,4,67701000,71144729,MSBI,2019
407,24/01/2020,0.32,0.3162,dmh,4,15971000,16899750,MYFW,2019
408,24/01/2020,0.62,0.576912,dmh,4,71960000,72047745,NBHC,2019
409,24/01/2020,1.44,1.4958908,bmo,4,4588000000,4700206987,NEE,2019
410,24/01/2020,0.5,0.20402,bmo,4,206000000,323895929,NEP,2019
411,24/01/2020,0.89,0.8652,bmo,4,54395000,56551739,RBCAA,2019
412,24/01/2020,0.47,0.397392,dmh,4,19035000,17349902,RBNC,2019
413,24/01/2020,1.06,1.00192,dmh,4,11084000,10307324,SAL,2019
414,24/01/2020,0.52,0.5117034,dmh,4,78136000,76437285,SBCF,2019
415,24/01/2020,0.42,0.3672,dmh,4,8596000,8729000,SBFG,2019
417,24/01/2020,0.16,0.2142,amc,4,11868000,12910799,SLCT,2019
418,24/01/2020,0.65,0.5916,bmo,4,19828000,20000574,SMMF,2019
419,24/01/2020,0.94,0.9779931,bmo,4,497992000,491673257,SNV,2019
420,24/01/2020,0.55,0.4488,bmo,4,45363000,44256029,SPFI,2019
421,24/01/2020,1.1,1.0859318,bmo,4,4029000000,4133246094,SYF,2019
422,24/01/2020,1.25,1.2139291,dmh,4,288000000,291067936,WAL,2019
425,27/01/2020,0.2,0.0918,bmo,4,453338000,493797499,ARLP,2019
426,27/01/2020,0.13,0.614585,amc,1,533000000,543613700,ASH,2020
427,27/01/2020,0.29,0.1767966,amc,4,21097000,22289399,BCBP,2019
428,27/01/2020,0.7,0.03468,amc,4,91333000,97338499,BHLB,2019
429,27/01/2020,0.66,0.59364,bmo,4,23894000,25983999,BMRC,2019
430,27/01/2020,1.45,1.012525,bmo,4,171587000,173098099,BOH,2019
431,27/01/2020,0.28,0.265125,amc,4,579000000,572013400,BRO,2019
432,27/01/2020,0.44,0.5049,amc,4,13930000,14189699,BWFG,2019
433,27/01/2020,0.3,0.40905,bmo,4,13390000,13347249,CCB,2019
434,27/01/2020,0.02,0,amc,4,743775000,0,CIOXY,2019
435,27/01/2020,1.58,1.36887,amc,4,837500000,836583299,CR,2019
436,27/01/2020,0.57,0.32997,bmo,4,208254000,198980599,CSFL,2019
437,27/01/2020,0.26,0.2277966,bmo,4,15559000,0,CZWI,2019
438,27/01/2020,1,0.9741955,bmo,1,4021000000,3826549999,DHI,2020
