time,price,spread
2006-12-31 22:00:00+00:00,1.31985,0.001
2007-01-01 22:00:00+00:00,1.32734,0.00015
2007-01-02 22:00:00+00:00,1.31688,0.00015
2007-01-03 22:00:00+00:00,1.30845,0.00015
2007-01-04 22:00:00+00:00,1.30025,0.001
2007-01-06 22:00:00+00:00,1.30166,0.001
2007-01-07 22:00:00+00:00,1.30238,0.00015
2007-01-08 22:00:00+00:00,1.3001,0.00015
2007-01-09 22:00:00+00:00,1.29379,0.00015
2007-01-10 22:00:00+00:00,1.28936,0.00015
2007-01-11 22:00:00+00:00,1.29235,0.001
2007-01-13 22:00:00+00:00,1.29251,0.001
2007-01-14 22:00:00+00:00,1.29372,0.00015
2007-01-15 22:00:00+00:00,1.29177,0.00015
2007-01-16 22:00:00+00:00,1.2938,0.00015
2007-01-17 22:00:00+00:00,1.29639,0.00015
2007-01-18 22:00:00+00:00,1.29571,0.001
2007-01-20 22:00:00+00:00,1.29626,0.0008
2007-01-21 22:00:00+00:00,1.29499,0.00015
2007-01-22 22:00:00+00:00,1.30265,0.00015
2007-01-23 22:00:00+00:00,1.29712,0.00015
2007-01-24 22:00:00+00:00,1.29322,0.00012
2007-01-25 22:00:00+00:00,1.2917,0.001
2007-01-26 22:00:00+00:00,1.29172,0.001
2007-01-27 22:00:00+00:00,1.29191,0.001
2007-01-28 22:00:00+00:00,1.29567,0.00012
2007-01-29 22:00:00+00:00,1.29696,0.00012
2007-01-30 22:00:00+00:00,1.30323,0.00012
2007-01-31 22:00:00+00:00,1.30221,0.00012
2007-02-01 22:00:00+00:00,1.29616,0.001
2007-02-03 22:00:00+00:00,1.29601,0.001
2007-02-04 22:00:00+00:00,1.2928,0.00012
2007-02-05 22:00:00+00:00,1.29847,0.00012
2007-02-06 22:00:00+00:00,1.30112,0.00012
2007-02-07 22:00:00+00:00,1.30412,0.00012
2007-02-08 22:00:00+00:00,1.30085,0.001
2007-02-09 22:00:00+00:00,1.30085,0.001
2007-02-10 22:00:00+00:00,1.29905,0.001
2007-02-11 22:00:00+00:00,1.29657,0.00012
2007-02-12 22:00:00+00:00,1.30381,0.00012
2007-02-13 22:00:00+00:00,1.31309,0.00012
2007-02-14 22:00:00+00:00,1.3142,0.00012
2007-02-15 22:00:00+00:00,1.31382,0.001
2007-02-17 22:00:00+00:00,1.31552,0.0006
2007-02-18 22:00:00+00:00,1.3156,0.00012
2007-02-19 22:00:00+00:00,1.31383,0.00012
2007-02-20 22:00:00+00:00,1.31397,0.00012
2007-02-21 22:00:00+00:00,1.31261,0.00012
2007-02-22 22:00:00+00:00,1.31665,0.001
2007-02-24 22:00:00+00:00,1.31685,0.001
2007-02-25 22:00:00+00:00,1.31877,0.00012
2007-02-26 22:00:00+00:00,1.32422,0.00012
2007-02-27 22:00:00+00:00,1.3229,0.00012
2007-02-28 22:00:00+00:00,1.31869,0.00012
2007-03-01 22:00:00+00:00,1.3192,0.001
2007-03-03 22:00:00+00:00,1.3201,0.001
2007-03-04 22:00:00+00:00,1.30894,0.00012
2007-03-05 22:00:00+00:00,1.31278,0.00012
2007-03-06 22:00:00+00:00,1.31767,0.00012
2007-03-07 22:00:00+00:00,1.3134,0.00012
2007-03-08 22:00:00+00:00,1.31155,0.001
2007-03-10 22:00:00+00:00,1.314,0.001
2007-03-11 21:00:00+00:00,1.31892,0.00012
2007-03-12 21:00:00+00:00,1.31968,0.00012
2007-03-13 21:00:00+00:00,1.3222,0.00012
2007-03-14 21:00:00+00:00,1.32368,0.00012
2007-03-15 21:00:00+00:00,1.33179,0.001
2007-03-16 21:00:00+00:00,1.33179,0.001
2007-03-17 21:00:00+00:00,1.3316,0.001
2007-03-18 21:00:00+00:00,1.33028,0.00012
2007-03-19 21:00:00+00:00,1.33165,0.00012
2007-03-20 21:00:00+00:00,1.33855,0.00012
2007-03-21 21:00:00+00:00,1.33314,0.00012
2007-03-22 21:00:00+00:00,1.32835,0.001
2007-03-24 21:00:00+00:00,1.32845,0.001
2007-03-25 21:00:00+00:00,1.33302,0.00012
2007-03-26 21:00:00+00:00,1.33527,0.00012
2007-03-27 21:00:00+00:00,1.33137,0.00012
2007-03-28 21:00:00+00:00,1.33321,0.00012
2007-03-29 21:00:00+00:00,1.33545,0.001
2007-03-31 21:00:00+00:00,1.3373,0.001
2007-04-01 21:00:00+00:00,1.33658,0.00012
2007-04-02 21:00:00+00:00,1.33307,0.00012
2007-04-03 21:00:00+00:00,1.33671,0.00012
2007-04-04 21:00:00+00:00,1.34298,0.00012
2007-04-05 21:00:00+00:00,1.33775,0.001
2007-04-06 21:00:00+00:00,1.33795,0.001
2007-04-07 21:00:00+00:00,1.33755,0.001
2007-04-08 21:00:00+00:00,1.3355,0.00015
2007-04-09 21:00:00+00:00,1.3439,0.00012
2007-04-10 21:00:00+00:00,1.34313,0.00012
2007-04-11 21:00:00+00:00,1.3481,0.00012
2007-04-12 21:00:00+00:00,1.35275,0.001
2007-04-14 21:00:00+00:00,1.35535,0.001
2007-04-15 21:00:00+00:00,1.35347,0.00012
2007-04-16 21:00:00+00:00,1.35657,0.00012
2007-04-17 21:00:00+00:00,1.36087,0.00012
2007-04-18 21:00:00+00:00,1.3612,0.00012
2007-04-19 21:00:00+00:00,1.35903,0.001
2007-04-21 21:00:00+00:00,1.35985,0.001
2007-04-22 21:00:00+00:00,1.35759,0.00012
2007-04-23 21:00:00+00:00,1.36389,0.00012
2007-04-24 21:00:00+00:00,1.3638,0.00012
2007-04-25 21:00:00+00:00,1.3601,0.00012
2007-04-26 21:00:00+00:00,1.36522,0.001
2007-04-27 21:00:00+00:00,1.36525,0.001
2007-04-28 21:00:00+00:00,1.3631,0.001
2007-04-29 21:00:00+00:00,1.3648,0.00012
2007-04-30 21:00:00+00:00,1.36043,0.00012
2007-05-01 21:00:00+00:00,1.35927,0.00012
2007-05-02 21:00:00+00:00,1.355,0.00012
2007-05-03 21:00:00+00:00,1.3591,0.001
2007-05-05 21:00:00+00:00,1.36035,0.001
2007-05-06 21:00:00+00:00,1.36017,0.00012
2007-05-07 21:00:00+00:00,1.35424,0.00012
2007-05-08 21:00:00+00:00,1.35277,0.00012
2007-05-09 21:00:00+00:00,1.34842,0.00012
2007-05-10 21:00:00+00:00,1.35245,0.001
2007-05-12 21:00:00+00:00,1.3537,0.001
2007-05-13 21:00:00+00:00,1.35462,0.00012
2007-05-14 21:00:00+00:00,1.35908,0.00012
2007-05-15 21:00:00+00:00,1.35157,0.00012
2007-05-16 21:00:00+00:00,1.34941,0.00012
2007-05-17 21:00:00+00:00,1.35084,0.001
2007-05-19 21:00:00+00:00,1.3519,0.001
2007-05-20 21:00:00+00:00,1.3469,0.00012
2007-05-21 21:00:00+00:00,1.34486,0.00012
2007-05-22 21:00:00+00:00,1.34589,0.00012
2007-05-23 21:00:00+00:00,1.34293,0.00012
2007-05-24 21:00:00+00:00,1.34414,0.001
2007-05-25 21:00:00+00:00,1.34404,0.001
2007-05-26 21:00:00+00:00,1.3449,0.001
2007-05-27 21:00:00+00:00,1.34529,0.00012
2007-05-28 21:00:00+00:00,1.34485,0.00012
2007-05-29 21:00:00+00:00,1.34295,0.00012
2007-05-30 21:00:00+00:00,1.34532,0.00012
2007-05-31 21:00:00+00:00,1.34509,0.001
2007-06-01 21:00:00+00:00,1.34509,0.001
2007-06-02 21:00:00+00:00,1.3441,0.001
2007-06-03 21:00:00+00:00,1.34892,0.00012
2007-06-04 21:00:00+00:00,1.35243,0.00012
2007-06-05 21:00:00+00:00,1.35042,0.00012
2007-06-06 21:00:00+00:00,1.3434,0.00012
2007-06-07 21:00:00+00:00,1.33734,0.001
2007-06-09 21:00:00+00:00,1.33725,0.001
2007-06-10 21:00:00+00:00,1.33574,0.00012
2007-06-11 21:00:00+00:00,1.33022,0.00012
2007-06-12 21:00:00+00:00,1.3311,0.00012
2007-06-13 21:00:00+00:00,1.33114,0.00012
2007-06-14 21:00:00+00:00,1.33887,0.001
2007-06-16 21:00:00+00:00,1.33785,0.001
2007-06-17 21:00:00+00:00,1.34142,0.00012
2007-06-18 21:00:00+00:00,1.34271,0.00012
2007-06-19 21:00:00+00:00,1.34048,0.00012
2007-06-20 21:00:00+00:00,1.33898,0.00012
2007-06-21 21:00:00+00:00,1.3469,0.001
2007-06-23 21:00:00+00:00,1.3469,0.001
2007-06-24 21:00:00+00:00,1.34623,0.00012
2007-06-25 21:00:00+00:00,1.34544,0.00012
2007-06-26 21:00:00+00:00,1.34537,0.00012
2007-06-27 21:00:00+00:00,1.34483,0.00012
2007-06-28 21:00:00+00:00,1.3541,0.001
2007-06-29 21:00:00+00:00,1.35415,0.001
2007-06-30 21:00:00+00:00,1.35415,0.001
2007-07-01 21:00:00+00:00,1.36235,0.00012
2007-07-02 21:00:00+00:00,1.36083,0.00012
2007-07-03 21:00:00+00:00,1.36132,0.00012
2007-07-04 21:00:00+00:00,1.35985,0.00012
2007-07-05 21:00:00+00:00,1.36278,0.001
2007-07-07 21:00:00+00:00,1.36325,0.001
2007-07-08 21:00:00+00:00,1.36267,0.00012
2007-07-09 21:00:00+00:00,1.37472,0.00012
2007-07-10 21:00:00+00:00,1.37455,0.00012
2007-07-11 21:00:00+00:00,1.37893,0.00012
2007-07-12 21:00:00+00:00,1.37835,0.001
2007-07-14 21:00:00+00:00,1.3787,0.001
2007-07-15 21:00:00+00:00,1.37728,0.00012
2007-07-16 21:00:00+00:00,1.37815,0.00012
2007-07-17 21:00:00+00:00,1.38033,0.00012
2007-07-18 21:00:00+00:00,1.38044,0.00012
2007-07-19 21:00:00+00:00,1.38272,0.001
2007-07-21 21:00:00+00:00,1.38355,0.001
2007-07-22 21:00:00+00:00,1.38074,0.00012
2007-07-23 21:00:00+00:00,1.38233,0.00012
2007-07-24 21:00:00+00:00,1.37212,0.00012
2007-07-25 21:00:00+00:00,1.37467,0.00012
2007-07-26 21:00:00+00:00,1.36352,0.001
2007-07-28 21:00:00+00:00,1.36195,0.001
2007-07-29 21:00:00+00:00,1.36967,0.00012
2007-07-30 21:00:00+00:00,1.3684,0.00012
2007-07-31 21:00:00+00:00,1.36676,0.00012
2007-08-01 21:00:00+00:00,1.3703,0.00012
2007-08-02 21:00:00+00:00,1.37735,0.001
2007-08-04 21:00:00+00:00,1.38085,0.001
2007-08-05 21:00:00+00:00,1.37934,0.00012
2007-08-06 21:00:00+00:00,1.3737,0.00012
2007-08-07 21:00:00+00:00,1.37978,0.00012
2007-08-08 21:00:00+00:00,1.36783,0.00012
2007-08-09 21:00:00+00:00,1.36939,0.001
2007-08-10 21:00:00+00:00,1.36939,0.001
2007-08-11 21:00:00+00:00,1.36883,0.001
2007-08-12 21:00:00+00:00,1.36131,0.00012
2007-08-13 21:00:00+00:00,1.35331,0.00012
2007-08-14 21:00:00+00:00,1.34425,0.00012
2007-08-15 21:00:00+00:00,1.34262,0.00018
2007-08-16 21:00:00+00:00,1.34745,0.001
2007-08-18 21:00:00+00:00,1.3483,0.001
2007-08-19 21:00:00+00:00,1.34751,0.00012
2007-08-20 21:00:00+00:00,1.34665,0.00012
2007-08-21 21:00:00+00:00,1.35422,0.00012
2007-08-22 21:00:00+00:00,1.35653,0.00012
2007-08-23 21:00:00+00:00,1.36754,0.001
2007-08-25 21:00:00+00:00,1.36769,0.001
2007-08-26 21:00:00+00:00,1.36474,0.00012
2007-08-27 21:00:00+00:00,1.3604,0.00012
2007-08-28 21:00:00+00:00,1.3677,0.00012
2007-08-29 21:00:00+00:00,1.36254,0.00012
2007-08-30 21:00:00+00:00,1.36295,0.001
2007-09-01 21:00:00+00:00,1.36325,0.001
2007-09-02 21:00:00+00:00,1.36245,0.00012
2007-09-03 21:00:00+00:00,1.3605,0.00012
2007-09-04 21:00:00+00:00,1.36465,0.00012
2007-09-05 21:00:00+00:00,1.36917,0.00012
2007-09-06 21:00:00+00:00,1.3768,0.001
2007-09-08 21:00:00+00:00,1.37705,0.001
2007-09-09 21:00:00+00:00,1.38028,0.00012
2007-09-10 21:00:00+00:00,1.38393,0.00012
2007-09-11 21:00:00+00:00,1.39025,0.00012
2007-09-12 21:00:00+00:00,1.38852,0.00012
2007-09-13 21:00:00+00:00,1.38745,0.001
2007-09-15 21:00:00+00:00,1.38675,0.001
2007-09-16 21:00:00+00:00,1.38678,9e-05
2007-09-17 21:00:00+00:00,1.3984,0.0002
2007-09-18 21:00:00+00:00,1.39576,9e-05
2007-09-19 21:00:00+00:00,1.40646,9e-05
2007-09-20 21:00:00+00:00,1.4091,0.001
2007-09-22 21:00:00+00:00,1.40925,0.001
2007-09-23 21:00:00+00:00,1.4087,0.00012
2007-09-24 21:00:00+00:00,1.4138,9e-05
2007-09-25 21:00:00+00:00,1.4128,9e-05
2007-09-26 21:00:00+00:00,1.41525,0.00012
2007-09-27 21:00:00+00:00,1.4267,0.001
2007-09-29 21:00:00+00:00,1.42755,0.001
2007-09-30 21:00:00+00:00,1.42318,9e-05
2007-10-01 21:00:00+00:00,1.41546,9e-05
2007-10-02 21:00:00+00:00,1.40908,9e-05
2007-10-03 21:00:00+00:00,1.41388,9e-05
2007-10-04 21:00:00+00:00,1.41353,0.001
2007-10-06 21:00:00+00:00,1.41404,0.001
2007-10-07 21:00:00+00:00,1.40486,9e-05
2007-10-08 21:00:00+00:00,1.41066,9e-05
2007-10-09 21:00:00+00:00,1.41458,9e-05
2007-10-10 21:00:00+00:00,1.41964,9e-05
2007-10-11 21:00:00+00:00,1.41787,0.001
2007-10-12 21:00:00+00:00,1.41787,0.001
2007-10-13 21:00:00+00:00,1.4176,0.001
2007-10-14 21:00:00+00:00,1.4205,9e-05
2007-10-15 21:00:00+00:00,1.41732,9e-05
2007-10-16 21:00:00+00:00,1.42082,0.0002
2007-10-17 21:00:00+00:00,1.42934,0.00015
2007-10-18 21:00:00+00:00,1.43011,0.001
2007-10-20 21:00:00+00:00,1.43305,0.001
2007-10-21 21:00:00+00:00,1.41818,9e-05
2007-10-22 21:00:00+00:00,1.42632,9e-05
2007-10-23 21:00:00+00:00,1.4266,9e-05
2007-10-24 21:00:00+00:00,1.43242,9e-05
2007-10-25 21:00:00+00:00,1.43929,0.001
2007-10-27 21:00:00+00:00,1.4421,0.001
2007-10-28 21:00:00+00:00,1.4425,9e-05
2007-10-29 21:00:00+00:00,1.44324,9e-05
2007-10-30 21:00:00+00:00,1.44869,9e-05
2007-10-31 21:00:00+00:00,1.44252,9e-05
2007-11-01 21:00:00+00:00,1.45043,0.001
2007-11-03 21:00:00+00:00,1.45157,0.0005
2007-11-04 22:00:00+00:00,1.44692,9e-05
2007-11-05 22:00:00+00:00,1.4557,0.0002
2007-11-06 22:00:00+00:00,1.46372,9e-05
2007-11-07 22:00:00+00:00,1.46758,9e-05
2007-11-08 22:00:00+00:00,1.46783,0.001
2007-11-10 22:00:00+00:00,1.46713,0.001
2007-11-11 22:00:00+00:00,1.45326,9e-05
2007-11-12 22:00:00+00:00,1.46024,9e-05
2007-11-13 22:00:00+00:00,1.46508,9e-05
2007-11-14 22:00:00+00:00,1.46124,9e-05
2007-11-15 22:00:00+00:00,1.46622,0.001
2007-11-16 22:00:00+00:00,1.46622,0.001
2007-11-17 22:00:00+00:00,1.4672,0.001
2007-11-18 22:00:00+00:00,1.46648,9e-05
2007-11-19 22:00:00+00:00,1.48418,9e-05
2007-11-20 22:00:00+00:00,1.48588,9e-05
2007-11-21 22:00:00+00:00,1.48498,0.0002
2007-11-22 22:00:00+00:00,1.48375,0.001
2007-11-24 22:00:00+00:00,1.4822,0.001
2007-11-25 22:00:00+00:00,1.48718,9e-05
2007-11-26 22:00:00+00:00,1.48288,9e-05
2007-11-27 22:00:00+00:00,1.48416,9e-05
2007-11-28 22:00:00+00:00,1.47438,9e-05
2007-11-29 22:00:00+00:00,1.46335,0.001
2007-12-01 22:00:00+00:00,1.4639,0.001
2007-12-02 22:00:00+00:00,1.46674,9e-05
2007-12-03 22:00:00+00:00,1.47582,9e-05
2007-12-04 22:00:00+00:00,1.46116,9e-05
2007-12-05 22:00:00+00:00,1.4638,9e-05
2007-12-06 22:00:00+00:00,1.46578,0.001
2007-12-08 22:00:00+00:00,1.46553,0.001
2007-12-09 22:00:00+00:00,1.47114,9e-05
2007-12-10 22:00:00+00:00,1.46552,9e-05
2007-12-11 22:00:00+00:00,1.47064,9e-05
2007-12-12 22:00:00+00:00,1.4634,9e-05
2007-12-13 22:00:00+00:00,1.44297,0.001
2007-12-15 22:00:00+00:00,1.4393,0.001
2007-12-16 22:00:00+00:00,1.44008,9e-05
2007-12-17 22:00:00+00:00,1.44138,9e-05
2007-12-18 22:00:00+00:00,1.43838,9e-05
2007-12-19 22:00:00+00:00,1.43298,9e-05
2007-12-20 22:00:00+00:00,1.4382,0.001
2007-12-22 22:00:00+00:00,1.4375,0.001
2007-12-23 22:00:00+00:00,1.43935,0.001
2007-12-24 22:00:00+00:00,1.43975,0.001
2007-12-25 22:00:00+00:00,1.44896,0.00015
2007-12-26 22:00:00+00:00,1.46268,9e-05
2007-12-27 22:00:00+00:00,1.47233,0.001
2007-12-28 22:00:00+00:00,1.47235,0.001
