time,price
2019-01-01 22:00:00+00:00,1.1465800000000002
2019-01-01 22:05:00+00:00,1.14635
2019-01-01 22:10:00+00:00,1.14632
2019-01-01 22:15:00+00:00,1.14632
2019-01-01 22:20:00+00:00,1.14653
2019-01-01 22:25:00+00:00,1.1464750000000001
2019-01-01 22:30:00+00:00,1.146455
2019-01-01 22:35:00+00:00,1.146455
2019-01-01 22:40:00+00:00,1.1463700000000001
2019-01-01 22:45:00+00:00,1.146315
2019-01-01 22:50:00+00:00,1.1464750000000001
2019-01-01 22:55:00+00:00,1.14641
2019-01-01 23:00:00+00:00,1.14655
2019-01-01 23:05:00+00:00,1.14653
2019-01-01 23:10:00+00:00,1.146595
2019-01-01 23:15:00+00:00,1.1466699999999999
2019-01-01 23:20:00+00:00,1.146695
2019-01-01 23:25:00+00:00,1.1466500000000002
2019-01-01 23:30:00+00:00,1.1465550000000002
2019-01-01 23:35:00+00:00,1.14663
2019-01-01 23:40:00+00:00,1.1465
2019-01-01 23:45:00+00:00,1.14621
2019-01-01 23:50:00+00:00,1.14618
2019-01-01 23:55:00+00:00,1.146145
2019-01-02 00:00:00+00:00,1.145785
2019-01-02 00:05:00+00:00,1.146115
2019-01-02 00:10:00+00:00,1.14625
2019-01-02 00:15:00+00:00,1.1461000000000001
2019-01-02 00:20:00+00:00,1.1460149999999998
2019-01-02 00:25:00+00:00,1.1458249999999999
2019-01-02 00:30:00+00:00,1.14554
2019-01-02 00:35:00+00:00,1.14551
2019-01-02 00:40:00+00:00,1.14562
2019-01-02 00:45:00+00:00,1.145635
2019-01-02 00:50:00+00:00,1.14561
2019-01-02 00:55:00+00:00,1.1456499999999998
2019-01-02 01:00:00+00:00,1.1454550000000001
2019-01-02 01:05:00+00:00,1.14524
2019-01-02 01:10:00+00:00,1.145115
2019-01-02 01:15:00+00:00,1.145445
2019-01-02 01:20:00+00:00,1.1454300000000002
2019-01-02 01:25:00+00:00,1.145235
2019-01-02 01:30:00+00:00,1.145275
2019-01-02 01:35:00+00:00,1.145225
2019-01-02 01:40:00+00:00,1.145395
2019-01-02 01:45:00+00:00,1.14489
2019-01-02 01:50:00+00:00,1.144755
2019-01-02 01:55:00+00:00,1.14523
2019-01-02 02:00:00+00:00,1.1453
2019-01-02 02:05:00+00:00,1.14517
2019-01-02 02:10:00+00:00,1.145335
2019-01-02 02:15:00+00:00,1.14503
2019-01-02 02:20:00+00:00,1.14483
2019-01-02 02:25:00+00:00,1.14485
2019-01-02 02:30:00+00:00,1.144665
2019-01-02 02:35:00+00:00,1.1446
2019-01-02 02:40:00+00:00,1.1444649999999998
2019-01-02 02:45:00+00:00,1.14443
2019-01-02 02:50:00+00:00,1.144525
2019-01-02 02:55:00+00:00,1.14458
2019-01-02 03:00:00+00:00,1.1445400000000001
2019-01-02 03:05:00+00:00,1.1445750000000001
2019-01-02 03:10:00+00:00,1.14453
2019-01-02 03:15:00+00:00,1.144755
2019-01-02 03:20:00+00:00,1.144735
2019-01-02 03:25:00+00:00,1.14478
2019-01-02 03:30:00+00:00,1.144815
2019-01-02 03:35:00+00:00,1.1446749999999999
2019-01-02 03:40:00+00:00,1.144665
2019-01-02 03:45:00+00:00,1.14463
2019-01-02 03:50:00+00:00,1.144635
2019-01-02 03:55:00+00:00,1.14457
2019-01-02 04:00:00+00:00,1.14451
2019-01-02 04:05:00+00:00,1.144485
2019-01-02 04:10:00+00:00,1.14444
2019-01-02 04:15:00+00:00,1.1445
2019-01-02 04:20:00+00:00,1.144565
2019-01-02 04:25:00+00:00,1.14446
2019-01-02 04:30:00+00:00,1.144365
2019-01-02 04:35:00+00:00,1.144595
2019-01-02 04:40:00+00:00,1.1446450000000001
2019-01-02 04:45:00+00:00,1.14449
2019-01-02 04:50:00+00:00,1.14451
2019-01-02 04:55:00+00:00,1.144505
2019-01-02 05:00:00+00:00,1.1448399999999999
2019-01-02 05:05:00+00:00,1.144795
2019-01-02 05:10:00+00:00,1.144835
2019-01-02 05:15:00+00:00,1.1452
2019-01-02 05:20:00+00:00,1.14569
2019-01-02 05:25:00+00:00,1.1457950000000001
2019-01-02 05:30:00+00:00,1.14616
2019-01-02 05:35:00+00:00,1.1467399999999999
2019-01-02 05:40:00+00:00,1.1469749999999999
2019-01-02 05:45:00+00:00,1.14688
2019-01-02 05:50:00+00:00,1.1470850000000001
2019-01-02 05:55:00+00:00,1.147825
2019-01-02 06:00:00+00:00,1.14829
2019-01-02 06:05:00+00:00,1.14867
2019-01-02 06:10:00+00:00,1.1489500000000001
2019-01-02 06:15:00+00:00,1.149495
2019-01-02 06:20:00+00:00,1.149135
2019-01-02 06:25:00+00:00,1.149425
2019-01-02 06:30:00+00:00,1.149265
2019-01-02 06:35:00+00:00,1.149025
2019-01-02 06:40:00+00:00,1.149065
2019-01-02 06:45:00+00:00,1.1485
2019-01-02 06:50:00+00:00,1.14837
2019-01-02 06:55:00+00:00,1.148565
2019-01-02 07:00:00+00:00,1.1485750000000001
2019-01-02 07:05:00+00:00,1.149005
2019-01-02 07:10:00+00:00,1.14875
2019-01-02 07:15:00+00:00,1.148675
2019-01-02 07:20:00+00:00,1.148665
2019-01-02 07:25:00+00:00,1.14833
2019-01-02 07:30:00+00:00,1.14806
2019-01-02 07:35:00+00:00,1.14847
2019-01-02 07:40:00+00:00,1.148
2019-01-02 07:45:00+00:00,1.14777
2019-01-02 07:50:00+00:00,1.14776
2019-01-02 07:55:00+00:00,1.147675
2019-01-02 08:00:00+00:00,1.147085
2019-01-02 08:05:00+00:00,1.1464050000000001
2019-01-02 08:10:00+00:00,1.146215
